Time,start_time,Torque,Position,Velocity,Control_mode,subtask,Subtask
1726087197.26347,1726087197.2626452,"[ 0.    0.    0.    0.    0.    0.    0.   -1.34  1.34  0.    0.    0.
  0.    0.    0.    0.  ]","[3.1400588 4.219981  4.373379  2.804117  3.181476  4.7967577 4.256797
 3.359418  3.2167578 4.7875543 4.703185  3.0786994 4.3473015 3.0817673
 3.667748  2.3930101]","[-0.02398082 -0.8633097  -1.1270987   0.57553977 -0.07194247 -1.0071946
 -1.0551562  -0.28776988 -0.02398082 -0.8872905  -0.9832138   0.11990412
 -0.9832138   0.1918466  -0.8393288   1.0071946 ]",pos,,start
1726087197.3463647,1726087197.2626452,"[   0.   -251.92 -100.5    18.76  -20.1  -517.24  -53.6   -21.44  -22.78
 -407.36 -117.92   18.76 -162.14   12.06  -20.1    32.16]","[3.1400588 3.9223888 3.9714763 2.9360392 3.1707382 4.3718452 3.8656316
 3.278117  3.2106218 4.3519034 4.2061753 3.0986412 3.9806802 3.103243
 3.4637287 2.6645246]","[-0.02398082 -4.8201456  -6.2110333   1.5587536  -0.3117507  -7.5539594
 -6.0431676  -1.2709837  -0.0959233  -7.3141513  -8.105518    0.1918466
 -5.587532    0.23980825 -2.9496412   3.7649894 ]",pos,,start
1726087197.4263494,1726087197.2626452,"[  13.4   -49.58   -4.02   14.74  -18.76 -100.5     0.    -16.08  -20.1
  -61.64    0.     18.76  -58.96   12.06  -10.72   10.72]","[3.1339228 3.5711074 3.5511656 3.041884  3.1538644 3.8242142 3.4913402
 3.204486  3.202952  3.8073404 3.6478064 3.106311  3.6017869 3.117049
 3.282719  2.9099615]","[-0.02398082 -3.1414878  -3.7410085   1.0311754  -0.07194247 -5.035973
 -3.4532387  -0.69544387 -0.04796165 -5.275781   -5.2278194   0.07194247
 -3.3573153   0.0959233  -1.4148686   2.2302167 ]",pos,,start
1726087197.5065887,1726087197.2626452,"[  14.74  -67.    -29.48   13.4   -18.76 -129.98  -20.1   -17.42  -22.78
 -101.84  -17.42   17.42  -68.34   10.72  -17.42   12.06]","[3.1339228 3.4115732 3.357884  3.0955732 3.1492627 3.5726414 3.3149326
 3.1738062 3.202952  3.5388937 3.3808937 3.115515  3.4422529 3.121651
 3.2060199 3.026544 ]","[-0.02398082 -1.4148686  -1.6067152   0.5035973  -0.0959233  -1.9904084
 -1.4628303  -0.28776988  0.         -2.2302167  -2.206236    0.07194247
 -1.3908877   0.04796165 -0.7434055   0.9832138 ]",pos,,start
1726087197.5858448,1726087197.2626452,"[  13.4   -48.24  -28.14   13.4   -17.42 -117.92  -20.1   -17.42  -22.78
  -88.44  -24.12    6.7   -57.62   12.06  -16.08   13.4 ]","[3.1339228 3.3318062 3.275049  3.121651  3.1446607 3.4652627 3.2443693
 3.1630683 3.201418  3.428447  3.278117  3.121651  3.3701558 3.121651
 3.1738062 3.0771654]","[ 0.         -0.7194247  -0.69544387  0.23980825  0.         -0.8393288
 -0.57553977 -0.07194247  0.         -0.8633097  -0.815348    0.04796165
 -0.57553977  0.02398082 -0.23980825  0.43165484]",pos,,start
1726087197.6655169,1726087197.2626452,"[  14.74  -50.92  -29.48   12.06  -13.4  -124.62  -20.1   -14.74  -22.78
 -104.52  -26.8    17.42  -64.32   12.06  -16.08   13.4 ]","[3.1339228 3.2995927 3.2397673 3.1277869 3.1431267 3.431515  3.2198257
 3.1569324 3.201418  3.3931656 3.2428353 3.123185  3.34101   3.121651
 3.1615343 3.0986412]","[ 0.         -0.21582742 -0.23980825  0.02398082 -0.02398082 -0.21582742
 -0.16786577 -0.04796165  0.         -0.16786577 -0.26378906  0.02398082
 -0.23980825  0.02398082 -0.07194247  0.21582742]",pos,,start
1726087197.745529,1726087197.2626452,"[  13.4   -52.26  -28.14   12.06  -12.06 -134.    -18.76  -17.42  -22.78
 -116.58  -28.14   16.08  -62.98   10.72  -10.72   12.06]","[3.1339228 3.2949908 3.2320976 3.1277869 3.1431267 3.426913  3.2152238
 3.1584663 3.201418  3.3916316 3.2336316 3.123185  3.3318062 3.121651
 3.1584663 3.109379 ]","[ 0.          0.          0.          0.02398082  0.02398082  0.
  0.          0.02398082  0.          0.02398082 -0.02398082  0.02398082
 -0.04796165  0.02398082 -0.02398082  0.14388494]",pos,,start
1726087197.8261948,1726087197.2626452,"[  13.4   -53.6   -30.82   13.4   -17.42 -134.    -21.44  -17.42  -22.78
 -115.24  -29.48   17.42  -71.02   12.06  -14.74   12.06]","[3.1339228 3.2949908 3.2305636 3.1277869 3.1431267 3.426913  3.2152238
 3.1569324 3.201418  3.3931656 3.2320976 3.123185  3.3318062 3.121651
 3.1553984 3.112447 ]","[ 0.          0.02398082  0.          0.02398082  0.02398082  0.
  0.02398082  0.          0.          0.02398082  0.          0.02398082
  0.          0.02398082 -0.02398082  0.        ]",pos,,start
1726087197.9059112,1726087197.2626452,"[  13.4   -53.6   -30.82   10.72  -17.42 -134.    -20.1   -14.74  -21.44
 -116.58  -29.48   17.42  -73.7    10.72  -17.42   12.06]","[3.1339228 3.2965248 3.2305636 3.1277869 3.1431267 3.426913  3.2152238
 3.1584663 3.201418  3.3931656 3.2320976 3.123185  3.3318062 3.121651
 3.1538644 3.110913 ]","[0.         0.02398082 0.02398082 0.         0.         0.
 0.02398082 0.         0.         0.02398082 0.         0.02398082
 0.02398082 0.02398082 0.         0.02398082]",pos,,start
1726087197.985729,1726087197.2626452,"[  14.74  -53.6   -29.48   12.06  -17.42 -134.    -20.1    -5.36  -22.78
 -116.58  -30.82   17.42  -73.7    10.72  -16.08   12.06]","[3.1339228 3.2949908 3.2305636 3.1293209 3.1415927 3.426913  3.2136898
 3.1569324 3.201418  3.3916316 3.2320976 3.123185  3.3302722 3.121651
 3.1538644 3.112447 ]","[ 0.         -0.02398082  0.          0.          0.02398082  0.
 -0.02398082 -0.02398082  0.         -0.02398082  0.          0.02398082
  0.          0.02398082  0.02398082  0.02398082]",pos,,start
