Time,start_time,Torque,Position,Velocity,Control_mode,subtask,Subtask
1726087726.9633286,1726087726.9626186,"[ 0.   -8.04  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 12.06  0.    0.    0.  ]","[3.1017091 4.135612  4.1831656 2.805651  3.121651  4.9470882 3.8119423
 3.181476  3.2136898 4.9440203 4.4914956 3.2934568 4.5221753 3.1569324
 3.669282  2.632311 ]","[-0.02398082 -0.6235014  -1.1270987   0.6235014   0.         -0.6474822
 -0.7194247  -0.02398082 -0.02398082 -0.7434055  -0.9832138  -0.0959233
 -1.0311754   0.04796165 -0.7194247   0.69544387]",pos,,start
1726087727.0456848,1726087726.9626186,"[  16.08 -206.36  -76.38   17.42   -8.04 -631.14  -71.02  -21.44  -22.78
 -538.68  -79.06  -17.42 -180.9   -10.72  -24.12   28.14]","[3.103243  3.8426218 3.83035   2.9391072 3.1293209 4.529845  3.598719
 3.1799421 3.2075539 4.4960976 4.0389714 3.2428353 4.092661  3.1523306
 3.4698646 2.8133209]","[ 0.16786577 -4.8681073  -5.6115127   1.5107919   0.26378906 -7.3860936
 -2.877699    0.02398082 -0.04796165 -8.153481   -7.074343   -0.8393288
 -6.5947266  -0.0959233  -2.9016798   2.5419674 ]",pos,,start
1726087727.1249483,1726087726.9626186,"[  17.42  -22.78   -2.68   14.74    5.36 -318.92  -80.4   -21.44  -22.78
  -84.42    0.    -14.74  -48.24   -9.38  -12.06   14.74]","[3.103243  3.502078  3.4760005 3.044952  3.1354568 3.9975538 3.439185
 3.1768742 3.199884  3.8901753 3.5619035 3.192214  3.6570103 3.1523306
 3.2903888 2.9789908]","[ 0.02398082 -3.2134304  -3.0935264   1.0311754   0.02398082 -5.395685
 -2.0863316  -0.45563567 -0.04796165 -5.9232635  -4.628299   -0.45563567
 -4.0287786   0.         -1.5107919   1.5107919 ]",pos,,start
1726087727.2051017,1726087726.9626186,"[  16.08  -21.44  -21.44   13.4    16.08 -139.36  -14.74  -20.1   -22.78
 -101.84  -18.76  -13.4   -65.66   -6.7   -21.44   14.74]","[3.103243  3.3333402 3.3133986 3.0940392 3.1339228 3.660078  3.3026607
 3.1646023 3.196816  3.578777  3.34101   3.1692042 3.4575927 3.1507967
 3.2198257 3.0618258]","[ 0.04796165 -1.4388494  -1.366907    0.551559    0.         -2.853718
 -1.366907   -0.11990412  0.         -2.5659482  -1.7985618  -0.14388494
 -1.6786577  -0.02398082 -0.551559    0.7194247 ]",pos,,start
1726087727.286262,1726087726.9626186,"[  17.42  -37.52  -22.78   13.4    17.42 -143.38  -16.08  -18.76  -21.44
 -101.84  -25.46  -13.4   -67.     -6.7   -17.42   14.74]","[3.103243  3.278117  3.2474372 3.120117  3.1339228 3.5235538 3.2366996
 3.1569324 3.196816  3.4529908 3.262777  3.1646023 3.3808937 3.1492627
 3.19068   3.0971072]","[ 0.02398082 -0.3836932  -0.551559    0.21582742  0.         -1.223022
 -0.5275781  -0.07194247  0.         -1.1270987  -0.6235014  -0.02398082
 -0.6235014   0.         -0.26378906  0.3117507 ]",pos,,start
1726087727.3649538,1726087726.9626186,"[  16.08  -42.88  -24.12   14.74   16.08 -150.08  -14.74  -18.76  -22.78
 -101.84  -28.14  -12.06  -62.98   -6.7   -18.76   13.4 ]","[3.103243  3.271981  3.2228937 3.1277869 3.1339228 3.4729326 3.2152238
 3.1569324 3.196816  3.4039035 3.2366996 3.1630683 3.350214  3.1477287
 3.1799421 3.112447 ]","[ 0.02398082  0.         -0.14388494  0.02398082  0.02398082 -0.23980825
 -0.11990412  0.02398082  0.         -0.28776988 -0.14388494 -0.02398082
 -0.21582742  0.         -0.07194247  0.14388494]",pos,,start
1726087727.4450393,1726087726.9626186,"[  16.08  -45.56  -24.12   13.4    17.42 -166.16  -17.42  -18.76  -22.78
 -116.58  -28.14  -13.4   -64.32   -9.38  -20.1    13.4 ]","[3.103243  3.271981  3.2198257 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2320976 3.1615343 3.339476  3.1477287
 3.1768742 3.118583 ]","[ 0.02398082  0.          0.          0.02398082  0.02398082  0.
  0.          0.02398082  0.          0.          0.          0.
 -0.07194247  0.          0.          0.0959233 ]",pos,,start
1726087727.5249307,1726087726.9626186,"[  16.08  -44.22  -25.46   12.06   16.08 -164.82  -17.42  -18.76  -22.78
 -116.58  -29.48  -13.4   -75.04   -8.04  -18.76    6.7 ]","[3.103243  3.271981  3.2198257 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2320976 3.1615343 3.3379421 3.1477287
 3.1768742 3.120117 ]","[0.         0.         0.         0.         0.02398082 0.
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.02398082 0.02398082]",pos,,start
1726087727.6057081,1726087726.9626186,"[  16.08  -44.22  -26.8    13.4    16.08 -164.82  -17.42  -18.76  -22.78
 -116.58  -29.48  -14.74  -75.04   -9.38  -18.76   14.74]","[3.103243  3.271981  3.2198257 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2320976 3.1615343 3.3379421 3.1477287
 3.1768742 3.120117 ]","[0.02398082 0.         0.         0.         0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.02398082 0.        ]",pos,,start
1726087727.6860902,1726087726.9626186,"[  17.42  -44.22  -24.12   12.06   16.08 -166.16  -17.42  -18.76  -22.78
 -116.58  -29.48  -14.74  -75.04   -9.38  -18.76   12.06]","[3.103243  3.271981  3.2198257 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2320976 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[0.02398082 0.02398082 0.02398082 0.04796165 0.02398082 0.02398082
 0.         0.02398082 0.         0.02398082 0.02398082 0.
 0.         0.         0.         0.02398082]",pos,,start
1726087727.7651012,1726087726.9626186,"[  16.08  -42.88  -21.44   12.06   16.08 -166.16  -16.08  -20.1   -22.78
 -115.24  -30.82  -13.4   -76.38   -9.38  -18.76   12.06]","[3.103243  3.271981  3.2198257 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2320976 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[0.02398082 0.02398082 0.02398082 0.02398082 0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.02398082 0.02398082]",pos,,start
1726087727.8450012,1726087726.9626186,"[  16.08  -42.88  -24.12   12.06   16.08 -166.16  -17.42  -20.1   -22.78
 -116.58  -29.48  -13.4   -73.7    -9.38  -18.76   13.4 ]","[3.103243  3.271981  3.2198257 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[0.02398082 0.         0.02398082 0.02398082 0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.02398082 0.02398082]",pos,,start
1726087727.9247844,1726087726.9626186,"[  16.08  -45.56  -25.46   13.4    16.08 -166.16  -18.76  -20.1   -22.78
 -116.58  -32.16  -14.74  -76.38   -8.04  -18.76   12.06]","[3.103243  3.271981  3.2198257 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[ 0.02398082 -0.02398082  0.          0.          0.02398082  0.02398082
  0.          0.02398082  0.         -0.02398082  0.          0.
  0.          0.          0.02398082  0.02398082]",pos,,start
1726087728.005102,1726087726.9626186,"[  16.08  -45.56  -25.46   13.4    17.42 -166.16  -17.42  -20.1   -22.78
 -116.58  -29.48  -13.4   -75.04   -9.38  -18.76   13.4 ]","[3.103243  3.271981  3.2182918 3.1277869 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.02398082 0.        ]",pos,,start
1726087728.0859873,1726087726.9626186,"[  17.42  -42.88  -25.46   12.06   16.08 -164.82  -17.42  -18.76  -22.78
 -115.24  -29.48  -14.74  -73.7    -9.38  -20.1    13.4 ]","[3.103243  3.271981  3.2198257 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1738062 3.120117 ]","[0.02398082 0.         0.04796165 0.02398082 0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.         0.
 0.         0.         0.         0.        ]",pos,,start
1726087728.1650748,1726087726.9626186,"[  16.08  -42.88  -25.46   13.4    17.42 -166.16  -18.76  -20.1   -22.78
 -116.58  -29.48  -14.74  -72.36   -9.38  -18.76   13.4 ]","[3.103243  3.271981  3.2198257 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1753402 3.120117 ]","[0.02398082 0.         0.         0.         0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.02398082 0.
 0.         0.         0.         0.        ]",pos,,start
1726087728.2446291,1726087726.9626186,"[  17.42  -42.88  -26.8     5.36   17.42 -166.16  -17.42  -18.76  -22.78
 -116.58  -29.48  -13.4   -73.7    -9.38  -18.76   13.4 ]","[3.103243  3.271981  3.2182918 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1738062 3.120117 ]","[0.02398082 0.02398082 0.         0.02398082 0.02398082 0.02398082
 0.         0.02398082 0.         0.02398082 0.         0.
 0.         0.         0.         0.02398082]",pos,,start
1726087728.3247883,1726087726.9626186,"[  16.08  -42.88  -24.12   13.4    17.42 -166.16  -17.42  -18.76  -22.78
 -116.58  -29.48  -13.4   -73.7    -9.38  -17.42   13.4 ]","[3.103243  3.271981  3.2182918 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1707382 3.120117 ]","[0.02398082 0.         0.         0.         0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.02398082 0.
 0.         0.         0.         0.        ]",pos,,start
1726087728.405261,1726087726.9626186,"[  17.42  -45.56  -24.12   13.4    16.08 -164.82  -17.42  -18.76  -22.78
 -116.58  -29.48  -14.74  -73.7   -10.72  -16.08   13.4 ]","[3.103243  3.271981  3.2198257 3.1293209 3.1339228 3.4713986 3.2106218
 3.1569324 3.196816  3.3993015 3.2305636 3.1615343 3.3379421 3.1477287
 3.1692042 3.120117 ]","[0.02398082 0.02398082 0.         0.02398082 0.02398082 0.02398082
 0.         0.02398082 0.         0.         0.02398082 0.
 0.         0.         0.         0.02398082]",pos,,start
