Time,start_time,Torque,Position,Velocity,Control_mode,subtask,Subtask
1726085893.3642824,1726085893.3636062,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[3.1400588 4.0374374 4.387185  2.8148549 3.184544  4.8028936 4.3611073
 3.360952  3.2213597 4.7998257 4.7461367 3.0740974 4.6126804 3.103243
 3.749049  2.475845 ]","[-0.02398082 -0.6474822  -1.0551562   0.5275781  -0.07194247 -0.6714631
 -0.93525213 -0.23980825 -0.02398082 -0.551559   -0.8633097   0.04796165
 -0.959233    0.14388494 -0.815348    0.815348  ]",pos,,start
1726085893.4447803,1726085893.3636062,"[   0.   -201.    -92.46   16.08  -20.1  -582.9   -58.96  -21.44  -25.46
 -458.28 -127.3    14.74 -207.7     8.04  -24.12   28.14]","[3.1400588 3.7827966 3.9653404 2.948311  3.1722722 4.379515  3.9193208
 3.275049  3.2167578 4.3549714 4.216913  3.0940392 4.147884  3.118583
 3.511282  2.721282 ]","[ 0.07194247 -3.956836   -6.2829757   1.5587536  -0.21582742 -7.218228
 -6.69065    -1.3189453  -0.0959233  -7.2901707  -8.297365    0.1918466
 -6.930458    0.14388494 -3.4532387   3.3333344 ]",pos,,start
1726085893.5240705,1726085893.3636062,"[  13.4    -6.7    -1.34   12.06  -16.08 -164.82    0.    -17.42  -24.12
  -81.74    0.     14.74  -38.86   10.72  -12.06   10.72]","[3.1400588 3.4713986 3.5511656 3.044952  3.1553984 3.8717675 3.518952
 3.204486  3.2060199 3.827282  3.6570103 3.103243  3.6907578 3.124719
 3.3072627 2.9314373]","[ 0.02398082 -3.1414878  -3.9328551   0.9832138  -0.11990412 -4.916069
 -3.9328551  -0.7194247  -0.0959233  -5.443647   -5.7314167   0.11990412
 -4.4604335   0.04796165 -1.6786577   2.0143893 ]",pos,,start
1726085893.603997,1726085893.3636062,"[  10.72  -18.76  -21.44   13.4   -17.42 -132.66  -12.06  -18.76  -24.12
  -89.78  -14.74   13.4   -57.62    9.38  -20.1    10.72]","[3.1385248 3.3087966 3.350214  3.0955732 3.1507967 3.6017869 3.3241363
 3.1722722 3.204486  3.5404277 3.3854957 3.112447  3.4667966 3.124719
 3.2244277 3.038816 ]","[ 0.         -1.2709837  -1.6786577   0.5035973  -0.0959233  -2.2302167
 -1.630696   -0.28776988  0.         -2.2781782  -2.32614     0.14388494
 -1.7985618   0.         -0.7194247   0.91127133]",pos,,start
1726085893.6847582,1726085893.3636062,"[  12.06  -37.52  -24.12   10.72  -17.42 -129.98  -18.76  -18.76  -25.46
  -99.16  -26.8     8.04  -67.      9.38  -18.76   10.72]","[3.1385248 3.268913  3.265845  3.120117  3.1461947 3.4898062 3.2489712
 3.1615343 3.204486  3.436117  3.281185  3.118583  3.3824277 3.124719
 3.186078  3.0848353]","[ 0.         -0.02398082 -0.6714631   0.26378906 -0.02398082 -0.8633097
 -0.57553977 -0.07194247  0.         -0.7913672  -0.7913672   0.0959233
 -0.6474822   0.         -0.33573154  0.3836932 ]",pos,,start
1726085893.7646513,1726085893.3636062,"[  12.06  -42.88  -25.46   12.06  -17.42 -148.74  -20.1   -14.74  -25.46
 -112.56  -30.82   13.4   -67.     10.72  -18.76   10.72]","[3.1385248 3.268913  3.2336316 3.1277869 3.1461947 3.4560587 3.2228937
 3.1569324 3.204486  3.4039035 3.2459033 3.121651  3.350214  3.124719
 3.1692042 3.104777 ]","[ 0.          0.         -0.23980825  0.02398082  0.         -0.07194247
 -0.16786577  0.          0.         -0.14388494 -0.23980825  0.04796165
 -0.21582742  0.         -0.11990412  0.16786577]",pos,,start
1726085893.8439472,1726085893.3636062,"[  12.06  -42.88  -25.46   10.72  -17.42 -156.78  -16.08  -20.1   -25.46
 -117.92  -33.5    13.4   -62.98    9.38  -18.76   10.72]","[3.1385248 3.268913  3.2244277 3.1277869 3.1461947 3.4560587 3.2167578
 3.1569324 3.204486  3.4023695 3.2382333 3.123185  3.339476  3.124719
 3.1646023 3.113981 ]","[ 0.          0.         -0.07194247  0.02398082  0.          0.
 -0.02398082  0.          0.          0.          0.          0.02398082
 -0.07194247  0.         -0.02398082  0.07194247]",pos,,start
1726085893.9238422,1726085893.3636062,"[  12.06  -42.88  -28.14   10.72  -17.42 -155.44  -20.1   -20.1   -25.46
 -117.92  -34.84   13.4   -73.7    10.72  -20.1    10.72]","[3.1385248 3.268913  3.2228937 3.1277869 3.1461947 3.4560587 3.2152238
 3.1569324 3.204486  3.4023695 3.2382333 3.123185  3.3379421 3.124719
 3.1630683 3.113981 ]","[0.         0.         0.         0.02398082 0.         0.02398082
 0.         0.         0.         0.         0.         0.02398082
 0.         0.         0.         0.02398082]",pos,,start
1726085894.0041103,1726085893.3636062,"[  12.06  -42.88  -26.8    12.06  -17.42 -155.44  -20.1   -20.1   -25.46
 -119.26  -33.5    13.4   -73.7     9.38  -18.76   10.72]","[3.1385248 3.268913  3.2228937 3.1277869 3.1446607 3.4560587 3.2152238
 3.1569324 3.204486  3.4023695 3.2382333 3.123185  3.3379421 3.124719
 3.1630683 3.113981 ]","[0.         0.         0.         0.02398082 0.         0.02398082
 0.         0.         0.         0.         0.         0.02398082
 0.         0.         0.         0.02398082]",pos,,start
1726085894.0845358,1726085893.3636062,"[  12.06  -42.88  -29.48    6.7   -17.42 -154.1   -20.1   -18.76  -25.46
 -117.92  -33.5    13.4   -75.04    9.38  -18.76   10.72]","[3.1385248 3.268913  3.2228937 3.1293209 3.1446607 3.4560587 3.2152238
 3.1569324 3.204486  3.4023695 3.2382333 3.123185  3.3379421 3.124719
 3.1630683 3.113981 ]","[0.         0.         0.         0.         0.         0.02398082
 0.         0.         0.02398082 0.         0.02398082 0.02398082
 0.         0.         0.         0.        ]",pos,,start
