Time,start_time,Torque,Position,Velocity,Control_mode,subtask,Subtask
1726072855.8566005,1726072855.8555303,"[  0.   -18.76   0.     0.     0.    13.4   12.06   0.     0.   -18.76
  10.72   0.     0.     0.    18.76   0.  ]","[3.3793597 3.5649714 3.431515  3.5480976 3.3118646 3.825748  2.871612
 3.747515  3.2581751 3.8150103 2.8915539 3.360952  4.5206413 3.3195345
 4.307418  2.807185 ]","[-0.26378906 -0.3117507  -0.407674   -0.57553977 -0.14388494 -0.45563567
  0.45563567 -0.7194247  -0.07194247 -0.57553977  0.3836932  -0.407674
 -0.91127133 -0.14388494 -0.93525213  0.5035973 ]",pos,,start
1726072855.9385998,1726072855.8555303,"[ -17.42 -124.62  -36.18  -21.44  -22.78 -142.04   12.06  -25.46  -21.44
 -175.54   12.06  -18.76 -284.08  -42.88 -351.08    0.  ]","[3.3057287 3.4836705 3.3348742 3.3885636 3.262777  3.6340005 2.9912624
 3.511282  3.2413013 3.6462724 3.0035343 3.276583  4.104933  3.2965248
 3.992952  2.9728549]","[-0.8872905  -1.0551562  -1.2470028  -2.0383701  -0.6474822  -2.4700248
  1.4388494  -3.1414878  -0.16786577 -2.1582742   1.4628303  -1.0311754
 -5.875302   -0.407674   -3.9088743   2.3980825 ]",pos,,start
1726072856.0163872,1726072855.8555303,"[ -16.08  -67.    -22.78  -14.74  -21.44  -93.8    12.06  -17.42  -24.12
 -100.5    10.72  -16.08  -48.24  -16.08    0.     17.42]","[3.2274957 3.3701558 3.2397673 3.2382333 3.2106218 3.4499228 3.0971072
 3.281185  3.2320976 3.4637287 3.103243  3.202952  3.594117  3.2259617
 3.500544  3.0909712]","[-0.43165484 -0.6474822  -0.4796165  -0.815348   -0.3117507  -0.8872905
  0.5995206  -1.2470028   0.         -1.0311754   0.5275781  -0.407674
 -3.3093536  -0.551559   -3.525181    0.3836932 ]",pos,,start
1726072856.1279898,1726072855.8555303,"[ -16.08  -84.42  -25.46  -14.74  -20.1  -108.54    8.04  -17.42  -24.12
 -127.3     9.38  -16.08  -60.3   -13.4   -21.44   14.74]","[3.201418  3.353282  3.2198257 3.192214  3.193748  3.419243  3.1293209
 3.2136898 3.2290297 3.431515  3.1323888 3.181476  3.429981  3.192214
 3.3118646 3.110913 ]","[-0.1918466   0.         -0.04796165 -0.3836932  -0.14388494 -0.11990412
  0.23980825 -0.551559    0.         -0.04796165  0.1918466  -0.16786577
 -1.223022   -0.28776988 -1.5587536   0.1918466 ]",pos,,start
1726072856.208363,1726072855.8555303,"[ -16.08  -83.08  -26.8   -12.06  -21.44 -103.18    6.7   -17.42  -24.12
 -125.96    0.    -16.08  -58.96  -13.4   -20.1    16.08]","[3.187612  3.351748  3.2182918 3.1722722 3.184544  3.4115732 3.1369908
 3.181476  3.2274957 3.431515  3.1385248 3.1722722 3.3686218 3.1753402
 3.2274957 3.118583 ]","[-0.14388494  0.02398082  0.         -0.14388494 -0.04796165 -0.02398082
  0.0959233  -0.26378906  0.          0.02398082  0.02398082 -0.04796165
 -0.5035973  -0.14388494 -0.6235014   0.11990412]",pos,,start
1726072856.28953,1726072855.8555303,"[ -14.74  -81.74  -26.8   -12.06  -20.1  -108.54    0.    -17.42  -24.12
 -125.96    0.    -16.08  -61.64  -12.06  -22.78   14.74]","[3.181476  3.351748  3.2182918 3.1646023 3.1799421 3.4115732 3.1385248
 3.1692042 3.2274957 3.431515  3.1385248 3.1676702 3.347146  3.1676702
 3.204486  3.121651 ]","[-0.04796165 -0.02398082  0.         -0.04796165 -0.02398082  0.
  0.02398082 -0.07194247  0.          0.02398082  0.02398082  0.
 -0.11990412 -0.07194247 -0.16786577  0.02398082]",pos,,start
1726072856.368388,1726072855.8555303,"[ -16.08  -84.42  -26.8   -12.06  -21.44 -107.2     0.    -17.42  -24.12
 -125.96    0.    -16.08  -69.68  -12.06  -22.78   16.08]","[3.1784081 3.353282  3.2182918 3.1600003 3.1799421 3.4100392 3.1385248
 3.1661363 3.2274957 3.431515  3.1385248 3.1676702 3.34101   3.1630683
 3.195282  3.121651 ]","[-0.02398082  0.02398082  0.          0.          0.          0.
  0.02398082  0.          0.          0.02398082  0.02398082  0.02398082
 -0.02398082  0.         -0.0959233   0.02398082]",pos,,start
1726072856.4481359,1726072855.8555303,"[ -14.74  -83.08  -26.8   -12.06  -20.1  -104.52    0.    -17.42  -22.78
 -124.62    0.    -14.74  -68.34  -12.06  -22.78   16.08]","[3.1738062 3.353282  3.2182918 3.1600003 3.1768742 3.4085052 3.1385248
 3.1661363 3.2259617 3.431515  3.1385248 3.1676702 3.339476  3.1615343
 3.19068   3.121651 ]","[-0.07194247  0.          0.          0.         -0.02398082  0.
  0.          0.         -0.02398082  0.02398082  0.02398082  0.
  0.          0.          0.          0.02398082]",pos,,start
1726072856.528096,1726072855.8555303,"[ -14.74  -84.42  -26.8   -12.06  -21.44 -107.2     0.    -18.76  -24.12
 -123.28    0.    -16.08  -69.68  -12.06  -24.12   16.08]","[3.1722722 3.353282  3.2182918 3.1600003 3.1768742 3.4085052 3.1385248
 3.1661363 3.2259617 3.431515  3.1385248 3.1676702 3.3379421 3.1615343
 3.189146  3.123185 ]","[-0.02398082  0.04796165  0.          0.          0.          0.02398082
  0.          0.02398082  0.          0.04796165  0.02398082  0.
  0.          0.          0.          0.04796165]",pos,,start
1726072856.6085212,1726072855.8555303,"[ -14.74  -84.42  -26.8   -12.06  -20.1  -107.2     0.    -17.42  -22.78
 -125.96    0.    -14.74  -71.02  -12.06  -22.78   14.74]","[3.1692042 3.353282  3.2182918 3.1600003 3.1722722 3.4085052 3.1385248
 3.1661363 3.2244277 3.431515  3.1385248 3.1676702 3.3379421 3.1600003
 3.189146  3.121651 ]","[-0.02398082  0.02398082  0.          0.         -0.02398082  0.02398082
  0.04796165  0.02398082  0.          0.02398082  0.02398082  0.
  0.02398082  0.          0.          0.        ]",pos,,start
