Time,start_time,Torque,Position,Velocity,Control_mode,subtask,Subtask
1726093131.4803646,1726093131.4796033,"[  0.    -4.02   0.     0.     1.34   0.     0.     0.     0.     0.
  -1.34   0.   -13.4  -10.72   2.68   0.  ]","[3.037282  4.2138453 3.2597091 3.5711074 3.2106218 4.8397093 4.290544
 3.5526996 3.195282  4.8289714 4.3334956 3.417709  4.6402917 2.9943304
 3.7306414 2.4973207]","[ 0.04796165 -0.7194247  -0.04796165 -0.551559   -0.04796165 -0.6474822
 -1.0071946  -0.5275781   0.         -0.6235014  -0.7913672  -0.35971236
 -0.93525213  0.3117507  -0.8393288   0.7434055 ]",pos,,start
1726093131.5609848,1726093131.4796033,"[  16.08 -245.22  -30.82  -24.12  -20.1  -481.06  -49.58  -21.44  -20.1
 -427.46  -71.02  -20.1  -364.48   13.4   -37.52   45.56]","[3.0633597 3.9085832 3.2474372 3.4023695 3.189146  4.379515  3.8671656
 3.3900976 3.192214  4.3672433 3.9147189 3.3103306 4.216913  3.0541558
 3.512816  2.727418 ]","[ 0.3117507  -4.8201456  -0.26378906 -2.182255   -0.28776988 -7.8657103
 -6.1630716  -2.2302167  -0.02398082 -7.8417296  -6.0431676  -1.366907
 -6.9064775   0.6714631  -3.1414878   3.1414878 ]",pos,,start
1726093131.6405737,1726093131.4796033,"[  16.08  -21.44  -21.44  -13.4   -18.76  -93.8     0.    -17.42  -20.1
 -175.54  -71.02  -32.16  -50.92   12.06   -9.38   18.76]","[3.0817673 3.5603695 3.2182918 3.270447  3.1676702 3.8502917 3.4944081
 3.2581751 3.189146  3.8502917 3.5665054 3.2566411 3.7383113 3.0940392
 3.3103306 2.9299033]","[ 0.14388494 -3.669066   -0.28776988 -1.1990412  -0.28776988 -5.1079154
 -3.4772196  -1.1510795  -0.02398082 -5.275781   -3.7170277  -0.6714631
 -4.8681073   0.33573154 -1.6786577   2.0143893 ]",pos,,start
1726093131.7204337,1726093131.4796033,"[  17.42  -36.18  -22.78  -12.06  -18.76 -107.2    -9.38  -18.76  -18.76
  -76.38  -18.76  -16.08  -57.62   12.06  -20.1    16.08]","[3.0909712 3.3670878 3.2075539 3.2060199 3.1584663 3.578777  3.3103306
 3.19835   3.187612  3.5327578 3.359418  3.2060199 3.4821365 3.109379
 3.2290297 3.041884 ]","[ 0.04796165 -1.5107919  -0.07194247 -0.5275781  -0.0959233  -2.1582742
 -1.486811   -0.5035973   0.         -2.5179865  -1.918466   -0.5035973
 -2.0623507   0.0959233  -0.6714631   0.93525213]",pos,,start
1726093131.8053732,1726093131.4796033,"[  17.42  -37.52  -24.12  -14.74  -17.42 -128.64  -14.74  -20.1   -17.42
  -95.14  -24.12  -14.74  -69.68   12.06  -17.42   17.42]","[3.0955732 3.2949908 3.2060199 3.1738062 3.1553984 3.4698646 3.2320976
 3.1692042 3.187612  3.4146411 3.2597091 3.1768742 3.3762918 3.113981
 3.186078  3.0940392]","[ 0.02398082 -0.35971236  0.         -0.16786577  0.         -0.5035973
 -0.43165484 -0.14388494  0.         -0.5275781  -0.5275781  -0.1918466
 -0.57553977  0.04796165 -0.26378906  0.35971236]",pos,,start
1726093131.896501,1726093131.4796033,"[  18.76  -50.92  -24.12  -12.06  -18.76 -174.2   -16.08  -20.1   -18.76
 -111.22  -29.48  -13.4   -68.34   12.06  -17.42   16.08]","[3.0955732 3.2857869 3.2060199 3.1646023 3.1553984 3.4575927 3.2136898
 3.1646023 3.187612  3.4008355 3.2366996 3.1692042 3.350214  3.115515
 3.1753402 3.112447 ]","[ 0.         -0.02398082  0.         -0.07194247  0.          0.
 -0.11990412  0.          0.         -0.02398082 -0.0959233  -0.04796165
 -0.1918466   0.         -0.02398082  0.16786577]",pos,,start
1726093131.9766035,1726093131.4796033,"[  18.76  -49.58  -24.12   -8.04  -18.76 -178.22  -18.76  -20.1   -18.76
 -116.58  -30.82  -14.74  -76.38   12.06  -18.76   17.42]","[3.0955732 3.2857869 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2336316 3.1692042 3.34101   3.113981
 3.1753402 3.117049 ]","[ 0.          0.          0.         -0.02398082  0.          0.
  0.          0.02398082  0.          0.          0.          0.
 -0.04796165 -0.02398082  0.          0.0959233 ]",pos,,start
1726093132.056323,1726093131.4796033,"[  17.42  -49.58  -24.12  -13.4   -18.76 -150.08  -20.1   -20.1   -18.76
 -116.58  -29.48  -14.74  -76.38   12.06  -18.76   16.08]","[3.0955732 3.2857869 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2305636 3.1676702 3.3379421 3.115515
 3.1753402 3.120117 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02398082]",pos,,start
1726093132.1365788,1726093131.4796033,"[  17.42  -50.92  -24.12  -12.06  -17.42 -151.42  -20.1   -21.44  -18.76
 -116.58  -29.48  -14.74  -76.38   12.06  -18.76   16.08]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2305636 3.1676702 3.339476  3.113981
 3.1753402 3.120117 ]","[0.02398082 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093132.2183611,1726093131.4796033,"[  16.08  -50.92  -24.12  -12.06  -18.76 -150.08  -18.76  -20.1   -18.76
 -117.92  -29.48  -14.74  -75.04   13.4   -17.42   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2320976 3.1676702 3.3379421 3.115515
 3.1753402 3.120117 ]","[0.02398082 0.04796165 0.         0.         0.         0.
 0.         0.         0.         0.         0.02398082 0.
 0.02398082 0.         0.         0.02398082]",pos,,start
1726093132.2963176,1726093131.4796033,"[  17.42  -52.26  -25.46  -12.06  -18.76 -151.42  -18.76  -20.1   -18.76
 -117.92  -30.82  -13.4   -75.04   12.06  -18.76   17.42]","[3.0955732 3.2873209 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2305636 3.1676702 3.3379421 3.115515
 3.1753402 3.120117 ]","[0.02398082 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02398082]",pos,,start
1726093132.37646,1726093131.4796033,"[  17.42  -50.92  -24.12  -13.4   -18.76 -151.42  -20.1   -20.1   -18.76
 -117.92  -29.48  -14.74  -73.7    12.06  -18.76   17.42]","[3.0971072 3.2857869 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2305636 3.1676702 3.3379421 3.115515
 3.1753402 3.120117 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093132.456535,1726093131.4796033,"[  16.08  -52.26  -25.46  -12.06  -17.42 -152.76  -18.76  -20.1   -18.76
 -117.92  -30.82  -14.74  -73.7    12.06  -17.42   16.08]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1553984 3.4575927 3.2106218
 3.1630683 3.187612  3.4008355 3.2305636 3.1676702 3.3379421 3.113981
 3.1738062 3.120117 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093132.5365381,1726093131.4796033,"[  17.42  -50.92  -24.12  -13.4    -1.34 -151.42  -18.76  -21.44  -18.76
 -116.58  -30.82  -14.74  -76.38   12.06  -17.42   17.42]","[3.0940392 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2106218
 3.1646023 3.187612  3.4023695 3.2305636 3.1676702 3.3379421 3.113981
 3.1707382 3.120117 ]","[ 0.          0.02398082  0.02398082  0.         -0.0959233   0.
  0.          0.04796165  0.          0.02398082  0.          0.
 -0.02398082  0.         -0.14388494  0.02398082]",pos,,start
1726093132.6175108,1726093131.4796033,"[  17.42  -52.26  -24.12  -12.06  -16.08 -151.42  -18.76  -20.1   -18.76
 -116.58  -28.14  -13.4   -62.98   12.06  -16.08   16.08]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2106218
 3.1630683 3.187612  3.3993015 3.2305636 3.1676702 3.3318062 3.115515
 3.1646023 3.120117 ]","[ 0.02398082  0.02398082  0.          0.          0.02398082  0.02398082
 -0.02398082  0.          0.02398082  0.         -0.02398082  0.
 -0.04796165  0.02398082 -0.02398082  0.02398082]",pos,,start
1726093132.6970036,1726093131.4796033,"[  18.76  -52.26  -24.12  -13.4   -17.42 -151.42  -17.42  -20.1   -18.76
 -117.92  -28.14  -14.74  -71.02   12.06  -16.08   16.08]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2090878
 3.1630683 3.187612  3.4008355 3.2274957 3.1676702 3.3318062 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.02398082 0.02398082 0.         0.
 0.02398082 0.02398082 0.         0.02398082]",pos,,start
1726093132.776493,1726093131.4796033,"[  17.42  -52.26  -24.12  -12.06  -18.76 -151.42  -16.08  -20.1   -18.76
 -112.56  -28.14  -14.74  -71.02   12.06  -16.08   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1676702 3.3302722 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.02398082 0.04796165 0.         0.
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093132.8563397,1726093131.4796033,"[  17.42  -50.92  -24.12  -13.4   -18.76 -150.08  -17.42  -20.1   -18.76
 -117.92  -29.48  -14.74  -69.68   12.06  -17.42   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1676702 3.3302722 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.02398082 0.02398082 0.         0.02398082
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093132.9364097,1726093131.4796033,"[  18.76  -50.92  -24.12  -13.4   -18.76 -151.42  -17.42  -20.1   -18.76
 -117.92  -29.48  -14.74  -69.68   12.06  -16.08   16.08]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1661363 3.3302722 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.02398082 0.         0.         0.02398082
 0.         0.02398082 0.         0.02398082]",pos,,start
1726093133.019573,1726093131.4796033,"[  16.08  -50.92  -24.12  -12.06  -17.42 -151.42  -20.1   -18.76  -20.1
 -117.92  -28.14  -14.74  -65.66   12.06  -17.42   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1676702 3.3302722 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.         0.02398082 0.         0.
 0.         0.02398082 0.         0.        ]",pos,,start
1726093133.0970514,1726093131.4796033,"[  17.42  -50.92  -24.12  -12.06  -18.76 -151.42  -17.42  -20.1   -18.76
 -117.92  -28.14  -16.08  -71.02   12.06  -16.08   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1661363 3.3302722 3.115515
 3.1630683 3.120117 ]","[0.         0.02398082 0.         0.         0.02398082 0.02398082
 0.         0.         0.02398082 0.02398082 0.         0.02398082
 0.         0.02398082 0.         0.        ]",pos,,start
1726093133.1761692,1726093131.4796033,"[  18.76  -50.92  -24.12  -12.06  -17.42 -150.08  -17.42  -20.1   -18.76
 -117.92  -29.48  -14.74  -69.68   12.06  -16.08   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1661363 3.3287382 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.02398082 0.02398082 0.02398082
 0.         0.         0.02398082 0.02398082 0.         0.
 0.         0.02398082 0.         0.        ]",pos,,start
1726093133.25623,1726093131.4796033,"[  16.08  -50.92  -24.12  -12.06  -18.76 -151.42  -18.76  -20.1   -18.76
 -117.92  -28.14  -14.74  -68.34   12.06  -17.42   17.42]","[3.0971072 3.2873209 3.2060199 3.1600003 3.1492627 3.4575927 3.2075539
 3.1630683 3.187612  3.4008355 3.2274957 3.1661363 3.3287382 3.115515
 3.1630683 3.120117 ]","[0.02398082 0.02398082 0.         0.02398082 0.02398082 0.02398082
 0.         0.         0.02398082 0.         0.         0.
 0.         0.02398082 0.         0.        ]",pos,,start
